brand,dispensary,name,type,description,thc,cbd,size,price,image
Jonny Chronic,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Cherry Bomb Pre-Roll,Flower,"Cherry Bomb from JC Green is an exceptionally high THC potency sativa-dominant hybrid strain that produces dense, light green buds with golden-orange pistils and a thick frosting of trichomes. Cherry Bomb delivers a refreshing earthy aroma of sweet flowers derived from a diverse terpene palette of beta-caryophyllene, beta-pinene, d-limonene, nerolidol and linalool. Cherry Bomb’s lineage is complex and features popular parents like OG Kush, Tangerine Dream, Head Hunter and a Hawaiian Sativa Landrace strain. Cherry Bomb plants are grown with the utmost care in small batches before they are hang-dried, slow-cured, and delicately hand-trimmed and then packaged fresh to preserve their true elegance.",,0.07% ,1.5 g,$17.99,https://images.weedmaps.com/products/000/205/137/avatar/1607628564-Screen_Shot_2020-12-10_at_2.29.01_PM.png?fill=solid&fit=crop&auto=format&w=240&h=240
Edison Cannabis Co,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Lola Montes,Flower,"Lola Montes, from Edison, is an indica-dominant strain with very strong THC potency. This strain produces flowers with a tight, dense structure and a two-tone emerald hue, and its terpene profile includes beta-caryophyllene, guaiol, myrcene, bisabolol and humulene. All Organigram products are individually packaged with Integra Boost technology, which preserves freshness and controls relative humidity levels, therefore extending the products’ shelf life.",,1.8% ,1/8 oz,$24.99,https://images.weedmaps.com/products/000/204/426/avatar/1607534905-Screen_Shot_2020-12-09_at_12.27.54_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Good Supply,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Royal Highness,Flower,"Royal Highness from Good Supply is greenhouse-grown and hand-groomed in Leamington, Ont. It has very strong THC potency potential and features myrcene, limonene and caryophyllene in its terpene mix, which give it its fruity and spicy taste. Royal Highness is available pre-rolled and dried flower.",,,1/8 oz,$21.99,https://images.weedmaps.com/products/000/205/028/avatar/1607614469-Screen_Shot_2020-12-10_at_10.34.05_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Spinach,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Sensi Star,Flower,"If strains were like stars in the sky, Sensi Star would outshine most. Contemplate its sweet, sour, piney, and fruity aroma.",,,1/8 oz,$26.99,https://images.weedmaps.com/products/000/205/066/avatar/1607618559-Screen_Shot_2020-12-10_at_11.42.22_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Delta 9,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Sinaloa Gold,Flower,"The bud is light green, which is a result of extensive trichome coverage. The aroma is floral with earthy undertones.",,,1/8 oz,$21.99,https://images.weedmaps.com/products/000/244/762/avatar/1616007913-Sinaloa_Gold.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Good Supply,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence', 'Matrix Cannabis Company']",Sour Kush,Flower,Skip across the sour patch to this irresistible Sour Kush. Welcome to the adults’ table – sour powered flower with some diesel stank. Thank you for coming to our Sour Kush talk.,,,1/8 oz,$21.99,https://images.weedmaps.com/products/000/205/016/avatar/1607613765-Screen_Shot_2020-12-10_at_10.21.58_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Muskoka Grown,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Blue Gorilla,Flower,"Blue Gorilla derives its name from its strong genetics and sweet terpene profile. Grown indoors in the heart of cottage country, this strain features an aromatic terpene profile heavy in myrcene, caryophyllene and pinene. A vibrant cross between OG Kush, GG #4 and Blueberry, this smooth, moderate-THC hybrid displays sweet scents of fresh pine and fruit reminiscent of our natural Muskoka home. Densely stacked with frosted green buds, Blue Gorilla produces a wildberry flavour with subtle natural earthy tones when burned.",,,1/8 oz,$27.99,https://images.weedmaps.com/products/000/208/077/avatar/1608144013-Screen_Shot_2020-12-16_at_1.39.48_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Broken Coast,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Denman,Flower,"Denman (AKA Pie in the Sky) is a mostly sativa hybrid that’s bright green with perfectly shaped flowers and a nice dusting of trichomes. This strain has one of the most unique and strong terpene profiles of Broken Coast’s offerings. Dominant terpenes of caryophyllene, myrcene and limonene offer enticing aromas of key lime pie and orange zest, translate exactly into the flavour profile. This highly sativa-dominant has an 85/15 sativa-indica split.",,,1/8 oz,$42.99,https://images.weedmaps.com/products/000/204/536/avatar/1607543144-Screen_Shot_2020-12-09_at_2.45.21_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Broken Coast,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Galiano Pre-Roll,Pre Roll,"Now available in a convenient pre-roll format, Galiano (AKA Northen Lights Haze) is frosty with highly-textured buds.",,,1/2 g,$8.25,https://images.weedmaps.com/products/000/244/623/avatar/1615992651-Galiano_Pre-Roll.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Canaca,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Green Cush,Flower,"Unlike the name suggests, Canaca’s sativa-dominant Green Cush is purple, dense and oh so frosty.",,,1/8 oz,$24.99,https://images.weedmaps.com/products/000/244/647/avatar/1615994193-Green_Cush.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Simply Bare,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",BC Organic Apple Toffee Pre-Roll,Pre Roll,"This BC Organic Apple Toffee is an indica leaning FVOPA Organic Certified hybrid. Visually this cultivar has big, thick leaves surrounding slightly fluffy-looking, yet dense buds. With a lineage of Sour Apples and Crème Brûlée you get an interesting combination of kushy and fruity, sweet aromas. Grown in living soil, hang-dried for 14 days and cold cured. This is single strain, whole bud, milled to perfection and rolled with 100% organic hemp papers, finished by hand.",,,1.5 g,$22.99,https://images.weedmaps.com/products/000/207/088/avatar/1607978601-Screen_Shot_2020-12-14_at_3.43.05_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
FIGR,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Craft Vape 510 Thread Cartridge - Mixed Berry,Cartridge,"FIGR’s Craft Cartridges contain a THC distillate, housed in a flexible design made to fit any 510 threaded battery. After moving through a Supercritical CO2 extraction process, all natural flavours are then introduced and mixed to perfection. Available in mixed berry flavour.",,,1/2 g,$38.75,https://images.weedmaps.com/products/000/205/721/avatar/1607698419-Screen_Shot_2020-12-11_at_9.53.13_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Kingsway,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Dayshift,Flower,"Kingsway Dayshift is a high-THC sativa-dominant strain from Captain Krypt and 91 Chemdawg lineage. Dayshift is citrusy and fruity, rich in limonene and myrcene. The buds are light green with light orange hairs and are coated in trichomes.",,,1/8 oz,$26.99,https://images.weedmaps.com/products/000/208/450/avatar/1608214766-Screen_Shot_2020-12-17_at_9.19.02_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
RIFF,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",DT81 Pre-Roll,Pre Roll,"DT81 by RIFF has high THC potency potential and its greenhouse-grown dried bud is hand-groomed in Leamington, Ontario. RIFF expertly grows and cures all its dried flower to deliver quality flavour and smoothness. This sativa-dominant strain has frosty green buds with burnt orange hairs. RIFF pre-rolls are expertly crafted for consistency and convenience. DT81 has a balance of native terpenes including terpinolene, caryophyllene, humulene, and beta-pinene. This flavourful strain has citrusy, tart and sweet notes.",,,1 g,$11.99,https://images.weedmaps.com/products/000/204/343/avatar/1607527625-Screen_Shot_2020-12-09_at_10.26.10_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
TRAIL BLAZER,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Flicker Buds,Flower,"These characteristic indica-dominant strains are a wavering, licking flame that dances with a hypnotic, ebb and flow. Flicker Buds are high-value and ready-for-use.",,,1/8 oz,$19.99,https://images.weedmaps.com/products/000/204/443/avatar/1607537296-Screen_Shot_2020-12-09_at_1.07.53_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Broken Coast,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Frost Monster 510 Thread Cartridge,Cartridge,"Known for its buds that give off sweet, sour and spicy aromas, Frost Monster in distillate is virtually identical to its experience in flower.",,0.01% ,1/2 g,$39.99,https://images.weedmaps.com/products/000/244/620/avatar/1615992347-Headstash_510_Thread_Cartridge.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
RIFF,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Hawaii Heartbreak,Flower,Hawaii Heartbreak is an indica-dominant strain with light green tones with hints of orange hairs. Hawaii Heartbreak's dominant aroma is floral with a hint of diesel that is both flavourful and well-rounded with an earthy herbal base.,,0.4% ,1/8 oz,$30.99,https://images.weedmaps.com/products/000/204/363/avatar/1607528525-Screen_Shot_2020-12-09_at_10.41.33_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Broken Coast,"['Chamba Cannabis Co Inc', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Pipe Dream,Flower,"Dripping with spice and perfumed with mulled fruits, this exclusive new cultivar coats the mouth with an abundance of gassy flavour.",,,1/8 oz,$42.99,https://images.weedmaps.com/products/000/244/629/avatar/1615992951-Pipe_Dream.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
RIFF,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Raider Kush Pre-Roll,Pre Roll,"RIFF’s Ontario-grown Raider Kush is a hybrid strain with very strong THC potency potential. The plant lineage includes OG Kush and Kosher Kush, and its main terpenes are limonene (scents of lemon, lime), beta-caryophyllene (scents of peppery spice, wood) and myrcene (scents of musk, earth, ripe fruit).",,,1 g,$11.99,https://images.weedmaps.com/products/000/204/346/avatar/1607527842-Screen_Shot_2020-12-09_at_10.29.57_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Cove,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Reflect Reserve,Flower,"Reflect™ Reserve is an indica-dominant hybrid strain. Its earthy aroma comes with hints of piney and peppery notes that can be attributed to the terpenes myrcene, alpha-pinene and beta-caryophyllene.",,,1/8 oz,$32.99,https://images.weedmaps.com/products/000/205/749/avatar/1607701746-Screen_Shot_2020-12-11_at_10.48.38_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Spinach,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Rockstar Kush Pre-Roll,Pre Roll,"Skunky, funky and sorta sour, it steals the show every time anyway. ",,,1 g,$11.99,https://images.weedmaps.com/products/000/205/046/avatar/1607617140-Screen_Shot_2020-12-10_at_11.18.50_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Citizen Stash,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Sunset Sherbet,Flower,"Sunset Sherbet is an indica dominant hybrid (85% indica/15% sativa) strain that is a potent cross between the hugely popular GSC X Pink Panties strains. This dank bud boasts a THC level ranging from 21-26%. Sunset Sherbet has the aroma of bubble-gum and berries, and it tastes of sherbet with a sweet earthy aftertaste that intensifies as you exhale.",,,1/8 oz,$46.99,https://images.weedmaps.com/products/000/205/059/avatar/1607618059-Screen_Shot_2020-12-10_at_11.33.43_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Good Supply,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Tangie Kush 510 Thread Cartridge,Cartridge,Get down with the citrus. Tangie Kush has arrived in potent distillate form and is 100% plant based. You'll know what they mean when they say sweet tangerine. Good Vapes from Good Supply.,,,1/2 g,$39.99,https://images.weedmaps.com/products/000/205/006/avatar/1607613167-Screen_Shot_2020-12-10_at_10.11.47_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
18twelve,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence', 'Matrix Cannabis Company']",8 Ball Kush,Flower,"18twelve is inspired by the ways art and science can align to create something worth savouring.
18twelve’s 8 Ball Kush is a pure indica, derived from a pairing of classic Bubba and King Kush genetics. Grown in the beautiful Cowichan Valley of Vancouver Island, within a purpose-built indoor facility, every plant is flushed for two weeks to ensure no residual nutrients are present. All 18twelve flower is cured for a minimum of two weeks, ensuring optimal flavour, potency and a terpene-rich experience.
8 Ball Kush offers a terpene profile dominated by caryophyllene (found in black pepper) and limonene (found in citrus rinds) resulting in an earthy, musky profile with spicy and citrusy accents.",46% ,0.07% ,1/8 oz,$44.99,https://images.weedmaps.com/products/000/205/770/avatar/1607703954-Screen_Shot_2020-12-11_at_11.25.31_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
FIGR,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Craft Vape 510 Thread Cartridge - Citrus,Cartridge,"FIGR’s Craft Cartridges contain a THC distillate, housed in a flexible design made to fit any 510 threaded battery. After moving through a Supercritical CO2 extraction process, all natural flavours are then introduced and mixed to perfection. Available in citrus flavour.",25% ,,1/2 g,$30.99,https://images.weedmaps.com/products/000/204/453/avatar/1607538385-Screen_Shot_2020-12-09_at_1.25.59_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Spinach,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Dancehall Pre-Roll,Pre Roll,You don’t have to be on the A-List to get into this dancehall. Stay on your toes with this spicy melon tasting 1:1 strain.,73% ,,1 g,$11.99,https://images.weedmaps.com/products/000/205/680/avatar/1607693497-Screen_Shot_2020-12-11_at_8.31.12_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Solei,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Gather,Flower,"Sun-grown in an eco-friendly greenhouse, Gather has medium THC potency and a musky aroma. The strain’s buds are a vibrant green, and the myrcene and beta-pinene mix of its terpene profile give it an unmistakable muskiness. It’s available pre-rolled and in several dried flower weights.",,0.07% ,1 g,$7.99,https://images.weedmaps.com/products/000/204/601/avatar/1607545816-Screen_Shot_2020-12-09_at_3.29.58_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Foray,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Goji OG 510 Thread Cartridge,Cartridge,"Foray Vape Cartridges are designed to be used with Foray Batteries, available in the ‘Foray Vape Cartridge Starter Packs’ and are also sold separately. Foray vapes offer a discreet introduction to cannabis consumption. Our vape formulations are made with only high-quality cannabis distillate and botanical terpenes. The terpenes in this Hybrid blend are inspired by the strain Goji OG with Limonene as the dominant terpene providing hints of lemon, lime and juniper flavours. None of these vapes contain vitamin E acetate. Foray vapes are tested rigorously and use a proprietary battery and hardware system that is calibrated specifically to our vape cartridges, providing a smooth and enjoyable experience with every use. Each vape pen uses leak resistant technology.",,,1/2 g,$42.99,https://images.weedmaps.com/products/000/204/496/avatar/1607540918-Screen_Shot_2020-12-09_at_2.08.12_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Good Supply,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence', 'Da Canna']",Grower's Choice Hybrid,Flower,High-quality hybrid bud at a great price; Good Supply taking it to the next level with Grower’s Choice.,,,1/8 oz,$21.99,https://images.weedmaps.com/products/000/205/031/avatar/1607614619-Screen_Shot_2020-12-10_at_10.36.31_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Foray,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Maui Wowie 510 Thread Cartridge,Cartridge,"Foray Vape Cartridges are designed to be used with Foray Batteries, available in the ‘Foray Vape Cartridge Starter Packs’ and are also sold separately. Foray vapes offer a discreet introduction to cannabis consumption. Our vape formulations are made with only high-quality cannabis distillate and botanical terpenes. The terpenes in this Sativa blend are inspired by the strain Maui Wowie with Beta-carophylenne as the dominant terpene providing a woody flavour with hints of spice. None of our vapes contain vitamin E acetate. Foray vapes are tested rigorously and use a proprietary battery and hardware system that is calibrated specifically to our vape cartridges, providing a smooth and enjoyable experience with every use. Each vape pen uses leak resistant technology.",,,1/2 g,$42.99,https://images.weedmaps.com/products/000/204/498/avatar/1607540991-Screen_Shot_2020-12-09_at_2.09.18_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Muskoka Grown,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",The Edge,Flower,"The Edge is a classic Sativa dominant Skunk #1 hybrid. Reminding you of the good old days, this mid-range variety offers scents of strong dill with subtle notes of fresh mulch and citrus. The forest-coloured, large buds have a skunk-appearance, dusted with crystal-like trichomes and orange pistils. The strong combination of terpenes results in intense flavours and aromas.",20% ,,1/8 oz,$25.99,https://images.weedmaps.com/products/000/208/075/avatar/1608143874-Screen_Shot_2020-12-16_at_1.37.32_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
RIFF,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Two-Tone Ban,Flower,Two-Tone Ban features especially resinous buds with robust terpene flavours. This aromatic hybrid strain is flavourful with a distinct forward scent that lingers. Leave time in-between inhalations to gauge the effects of this well-balanced aromatic strain.,,,1/8 oz,$33.99,https://images.weedmaps.com/products/000/204/353/avatar/1607528117-Screen_Shot_2020-12-09_at_10.34.49_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],DAB Bods - Grape Ape Resin Infused Pre-Roll - Hybrid - 3x0.5g,Concentrates,,,,Each,$28.83,https://images.weedmaps.com/pictures/listings/347/081/711/382185176_429e00e1-4177-4507-b73d-c51bb917f9fc.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Redecan - Wappa Redees+ Infused Pre-Roll - Indica - 10x0.4g,Infused Pre Roll,,,,Each,$32.69,https://images.weedmaps.com/pictures/listings/347/081/711/363496997_5056b4ab-5278-4aa9-b64d-4165ff5d8ea2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Rosebud Cannabis Farms - BC Guava Gas Live Rosin 510 Thread Cartridge - Hybrid - 1g,Cartridge,,,,Each,$59.43,https://images.weedmaps.com/pictures/listings/347/081/711/425558908_03fba1fb-3bb4-489e-a471-7a60dae22db2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Mandarin Cookies,Pre Roll,,,,Each,$20.00,https://images.weedmaps.com/pictures/listings/437/592/676/384783347_87c8f0ec-03ca-4a8e-b1a7-da5ee67bee66.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BLK MKT - Purple Rain - 3.5g,Flower,,32.3% ,,3.5 g,$45.99,https://images.weedmaps.com/pictures/listings/597/239/130/426118252_00834407000918_00_compress_103141.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BLK MKT - The Craft Pack Pre-Rolls - 3x1g,Pre Roll,,22.8% ,,3 g,$27.74,https://images.weedmaps.com/pictures/listings/597/239/130/394913744_00834407000420_a1c1_compressed_102292.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Haven St. Premium Cannabis - Watermelon Gush and Sour Mango 510 Thread Cartridge Starter - 2x0.5g,Flower,,23% ,,1 g,$47.99,https://images.weedmaps.com/pictures/listings/597/239/130/425933237_00627965002988_00_compress_300804.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
